means_R,means_G,means_B,std_R,std_G,std_B,skew_R,skew_G,skew_B,label
40.9952392578125,68.176025390625,119.50982666015625,44.623923325940275,59.750524206834726,96.52286062462218,1.6153812481933973,0.30737792514092105,-0.27828646304160876,adonis
60.1212158203125,65.61767578125,85.4544677734375,62.90840745560092,67.5808792435003,86.36011922433494,0.6647700896803937,0.5070668229495638,0.31683228780450334,adonis
68.95233154296875,82.5382080078125,99.21978759765625,71.0311467888677,83.9270807773295,102.4583916432224,0.26257216656135074,0.1743057901416508,0.18770819503781977,adonis
41.68267822265625,58.732177734375,81.89276123046875,57.28060494516942,72.07154461848985,99.709890027404,1.3799039807076534,0.6610187947793055,0.4957751475019805,adonis
52.09228515625,65.66876220703125,90.49664306640625,53.923753082810116,64.44077882343119,87.2521349155536,0.6128780471951928,0.2422943670515019,0.06993712049973787,adonis
56.3973388671875,71.65179443359375,89.38458251953125,59.146679286776084,72.87439717837556,90.98902633919083,0.487073842353885,0.23392371464474573,0.17260199145744726,adonis
55.14813232421875,85.69317626953125,117.7294921875,56.76757082473063,75.69939143474366,101.39396807525985,0.76558612377058,0.01692586242315187,-0.16013473625324287,adonis
42.01959228515625,67.17413330078125,95.49127197265625,47.682855477352796,65.54082315144652,91.69041524629222,1.240459354533917,0.2717071091904654,0.061185823228353,adonis
93.08837890625,86.44989013671875,82.73382568359375,85.68447553303956,80.54328573922702,78.42754473900877,0.09225028984147092,0.1529234270291409,0.2253253229283133,adonis
52.24566650390625,68.18304443359375,96.07952880859375,60.01206756915129,72.93496777622015,101.24745167447863,0.9315809621312857,0.411634836004567,0.21942661406083275,adonis
73.37957763671875,74.204833984375,78.97998046875,81.722588344457,83.15975123026445,91.66665478894127,0.4129328421395915,0.412592445820069,0.487970336849331,adonis
64.58026123046875,80.06903076171875,99.66009521484375,70.9843046893774,83.4941012833052,102.92166449703154,0.5775590719322397,0.2879267710916674,0.18534753539233229,adonis
26.98553466796875,50.27032470703125,72.57373046875,47.89005503567227,71.13953699502733,98.17676186681814,2.3042631301589065,1.014294086126778,0.711281947165688,adonis
75.60882568359375,89.59515380859375,113.04913330078125,77.38200835798396,88.43669861302051,109.57283543431213,0.38913400393328673,0.16911430457437676,0.034417100997424586,adonis
83.984619140625,97.492431640625,106.69708251953125,82.81130384013164,94.99940861938266,105.89010613105562,0.193980959494042,0.12989961838415495,0.14438137008024488,adonis
56.78460693359375,55.2353515625,51.54656982421875,59.06224623676845,57.90482623783804,56.16562381941191,0.6599154226988683,0.7187569439977984,0.8321409794499155,adonis
49.6072998046875,69.640625,96.62420654296875,59.04588647321813,73.1723596303084,101.46080522811002,1.1201573259937407,0.37319939643615657,0.21176541463748125,adonis
57.44232177734375,80.35467529296875,94.12548828125,70.31804730462974,93.76932091982863,110.12255579436693,0.788720363216735,0.4275538965961847,0.398558096929809,adonis
86.78814697265625,98.8726806640625,111.743408203125,80.69609709616627,90.28590398690157,101.143233544809,0.13478468767023855,0.02030283658686956,-0.049708122563153004,adonis
44.17535400390625,51.8165283203125,72.429931640625,56.757105019638786,62.696029729216626,82.74418082585748,1.305013891303145,1.0107370947702023,0.5379054187337343,adonis
69.30755615234375,80.38104248046875,96.900634765625,80.2301701462169,90.57297744173141,108.49953878514535,0.5608682174051675,0.43056320729664516,0.3351957374130575,adonis
59.62786865234375,82.5501708984375,106.92962646484375,67.07628336625855,85.19865657106197,108.34973254323893,0.8040321613854486,0.2834232218070149,0.14517023351262032,adonis
59.0421142578125,70.333251953125,88.81109619140625,68.8180003465793,81.08861693635774,103.44548990297379,0.5140382560195106,0.41782955255093385,0.42098739156647874,adonis
41.25970458984375,58.87322998046875,80.8858642578125,52.91465708925093,66.26376704071926,89.2074966106996,1.1003879485506056,0.44782364393139845,0.279144520604615,adonis
69.4681396484375,65.76922607421875,47.32958984375,68.50524230450723,65.6437819308594,53.15710324517044,0.2751360968182715,0.3537160502304517,0.8221417455601977,adonis
77.4371337890625,88.05029296875,104.8634033203125,84.36571536292985,94.7921202136637,112.45067828784481,0.33725612906622526,0.24951470876102913,0.2037292332541159,adonis
66.42510986328125,57.63690185546875,42.29132080078125,87.07740098086367,77.3134066619532,62.383339621768776,0.7178163299412024,0.845170517603676,1.299140905187713,adonis
54.05718994140625,87.74871826171875,107.77532958984375,64.59193547366986,87.22511525929343,103.94228580599359,1.1433817043749983,0.27125986662640417,0.09405843390133496,adonis
52.99237060546875,70.703857421875,87.28289794921875,63.988564445369796,82.23540559492902,101.17445995972614,0.7756563089915959,0.5306101050426321,0.48469114450074796,adonis
44.71185302734375,60.85101318359375,87.71893310546875,52.97089934921194,65.79667524531011,90.83811978882581,1.1439938939289294,0.5944263011913578,0.2537677756478834,adonis
23.5755615234375,48.90020751953125,75.7099609375,36.67202517048402,55.275397955116944,82.65481144423043,2.706432548396265,0.8367988589776872,0.4047629604395184,adonis
80.315185546875,92.07794189453125,115.7069091796875,66.58045183290788,73.84633599312455,90.77932595915829,0.10019472909121248,-0.12822590135735576,-0.3080543197810656,adonis
71.9281005859375,86.7569580078125,98.206298828125,81.41360080418963,96.84636428043123,110.20546460179823,0.42519711872631877,0.32931548703920804,0.32324182483344976,adonis
56.67095947265625,66.7158203125,92.13525390625,65.10609915269389,73.7083796006297,97.946506233423,0.7864950297642589,0.5296519224267054,0.25614396529293804,adonis
48.83392333984375,64.96221923828125,88.81170654296875,56.992257167424036,72.4914914582575,98.53191098615233,0.810559411095774,0.474118484269074,0.37564517506385425,adonis
43.61810302734375,62.9083251953125,80.7701416015625,57.89538688169184,73.45379486125444,92.21566583540738,1.2407537220572762,0.5732713676913385,0.39976782240783043,adonis
84.328125,84.47247314453125,86.356201171875,85.58563762213552,86.10885316755797,89.8737291049234,0.17873206693234683,0.20540482077159153,0.25732544106861954,adonis
58.870849609375,69.39111328125,96.02239990234375,65.14051196215935,73.76179963293147,98.1190747549169,0.7178592806972762,0.45820043371724883,0.1808396409641334,adonis
52.6910400390625,45.69818115234375,38.99700927734375,59.63087446323716,53.97504470393826,47.989299123977766,0.6385385655725222,0.8113048222168582,1.0172094635699738,adonis
43.84320068359375,55.150634765625,89.75567626953125,51.09992089464141,61.76192132985247,98.69729265237262,0.8226684185350279,0.5055792099832941,0.3249742934071046,adonis
52.2921142578125,51.18536376953125,50.9095458984375,67.36140100991216,65.53192341494957,66.81814077925347,1.1510461027084329,1.1449991406621234,1.1539894814544749,adonis
55.86785888671875,76.7056884765625,106.6402587890625,58.4423486219988,70.2889790649487,92.83734137429883,0.8947553521722642,0.23345832960109303,-0.1407457773588773,adonis
44.08538818359375,63.386474609375,74.05560302734375,58.52855411544904,77.60636320581295,91.17340078307592,1.1250215224099578,0.569136588749063,0.5271164535116913,adonis
36.88189697265625,60.770751953125,78.01129150390625,56.25118405363279,77.85680016576428,98.77334107524715,1.6796564742333955,0.7169915020307691,0.5989278300269939,adonis
58.1126708984375,81.30938720703125,100.07000732421875,62.953115309281124,82.52609403126658,100.79323351160788,0.7089179915710917,0.2316935999171614,0.15177096733146253,adonis
76.80194091796875,82.35162353515625,78.074462890625,68.0791095338496,75.98493940675671,85.7576502839895,0.4204056296879884,0.4556360458479593,0.8582868485324325,adonis
66.27935791015625,75.930419921875,94.98931884765625,68.29413779028977,77.52659758070679,98.0208347923569,0.3117562711851535,0.2091969818687641,0.19644702762240662,adonis
44.3411865234375,76.2847900390625,95.01214599609375,56.84920472692956,85.38815583178032,104.62388359260609,1.3875631770816115,0.44483995183263275,0.301077193929277,adonis
48.50018310546875,70.9443359375,102.30853271484375,56.7637379689493,70.60960632948135,99.83977439973413,1.2769199852959772,0.3657748390048844,0.10710401967764571,adonis
88.09814453125,78.68011474609375,67.525634765625,80.27936002467445,73.20051542896651,67.54289419139083,0.016636897377621335,0.14203316553730025,0.44951572230721665,adonis
77.58935546875,69.34735107421875,59.48846435546875,80.55749247416533,73.25762471690197,67.03919852882873,0.2533871231209543,0.3623940841419182,0.6394634956011569,adonis
60.88031005859375,66.48565673828125,73.16009521484375,69.18056945019204,74.94035495715525,96.847737176351,0.7843325460823739,0.5534515689361081,0.8038655554089564,adonis
